district,mandal,date,rain_mm
ANANTHAPURAMU,NARPALA,2017-12,3.0
ANANTHAPURAMU,NARPALA,2018-01,0.0
ANANTHAPURAMU,NARPALA,2018-02,2.7
ANANTHAPURAMU,NARPALA,2018-03,10.0
ANANTHAPURAMU,NARPALA,2018-04,14.6
ANANTHAPURAMU,NARPALA,2018-05,42.6
ANANTHAPURAMU,NARPALA,2018-06,43.8
ANANTHAPURAMU,NARPALA,2018-07,28.0
ANANTHAPURAMU,NARPALA,2018-08,30.7
ANANTHAPURAMU,NARPALA,2018-09,162.5
ANANTHAPURAMU,NARPALA,2018-10,14.9
ANANTHAPURAMU,NARPALA,2018-11,14.0
ANANTHAPURAMU,NARPALA,2018-12,3.7
ANANTHAPURAMU,NARPALA,2019-01,18.6
ANANTHAPURAMU,NARPALA,2019-02,3.3
ANANTHAPURAMU,NARPALA,2019-03,0.0
ANANTHAPURAMU,NARPALA,2019-04,46.9
ANANTHAPURAMU,NARPALA,2019-05,49.9
ANANTHAPURAMU,NARPALA,2019-06,34.7
ANANTHAPURAMU,NARPALA,2019-07,46.3
ANANTHAPURAMU,NARPALA,2019-08,121.8
ANANTHAPURAMU,NARPALA,2019-09,215.2
ANANTHAPURAMU,NARPALA,2019-10,152.8
ANANTHAPURAMU,NARPALA,2019-11,31.0
ANANTHAPURAMU,NARPALA,2019-12,17.7
ANANTHAPURAMU,NARPALA,2020-01,2.4
ANANTHAPURAMU,NARPALA,2020-02,0.0
ANANTHAPURAMU,NARPALA,2020-03,2.4
ANANTHAPURAMU,NARPALA,2020-04,34.1
ANANTHAPURAMU,NARPALA,2020-05,41.4
ANANTHAPURAMU,NARPALA,2020-06,105.6
ANANTHAPURAMU,NARPALA,2020-07,175.0
ANANTHAPURAMU,NARPALA,2020-08,59.1
ANANTHAPURAMU,NARPALA,2020-09,313.8
ANANTHAPURAMU,NARPALA,2020-10,86.1
ANANTHAPURAMU,NARPALA,2020-11,109.9
ANANTHAPURAMU,NARPALA,2020-12,20.4
ANANTHAPURAMU,NARPALA,2021-01,26.5
ANANTHAPURAMU,NARPALA,2021-02,14.3
ANANTHAPURAMU,NARPALA,2021-03,0.0
ANANTHAPURAMU,NARPALA,2021-04,32.3
ANANTHAPURAMU,NARPALA,2021-05,99.8
ANANTHAPURAMU,NARPALA,2021-06,151.3
ANANTHAPURAMU,NARPALA,2021-07,177.2
ANANTHAPURAMU,NARPALA,2021-08,72.4
ANANTHAPURAMU,NARPALA,2021-09,55.7
ANANTHAPURAMU,NARPALA,2021-10,94.1
ANANTHAPURAMU,NARPALA,2021-11,186.3
ANANTHAPURAMU,NARPALA,2021-12,11.6
ANANTHAPURAMU,NARPALA,2022-01,4.3
ANANTHAPURAMU,NARPALA,2022-02,0.0
ANANTHAPURAMU,NARPALA,2022-03,2.4
ANANTHAPURAMU,NARPALA,2022-04,5.2
ANANTHAPURAMU,NARPALA,2022-05,109.9
ANANTHAPURAMU,NARPALA,2022-06,156.8
ANANTHAPURAMU,NARPALA,2022-07,67.0
ANANTHAPURAMU,NARPALA,2022-08,149.8
ANANTHAPURAMU,NARPALA,2022-09,120.8
ANANTHAPURAMU,NARPALA,2022-10,106.8
ANANTHAPURAMU,NARPALA,2022-11,40.5
ANANTHAPURAMU,NARPALA,2022-12,71.2
ANANTHAPURAMU,NARPALA,2023-01,0.0
ANANTHAPURAMU,NARPALA,2023-02,0.0
ANANTHAPURAMU,NARPALA,2023-03,34.7
ANANTHAPURAMU,NARPALA,2023-04,19.2
ANANTHAPURAMU,NARPALA,2023-05,59.1
ANANTHAPURAMU,NARPALA,2023-06,57.2
ANANTHAPURAMU,NARPALA,2023-07,70.9
ANANTHAPURAMU,NARPALA,2023-08,44.4
ANANTHAPURAMU,NARPALA,2023-09,150.1
ANANTHAPURAMU,NARPALA,2023-10,7.0
ANANTHAPURAMU,NARPALA,2023-11,35.9
ANANTHAPURAMU,NARPALA,2023-12,28.3
ANANTHAPURAMU,NARPALA,2024-01,0.6
ANANTHAPURAMU,NARPALA,2024-02,0.0
ANANTHAPURAMU,NARPALA,2024-03,0.0
ANANTHAPURAMU,NARPALA,2024-04,1.8
ANANTHAPURAMU,NARPALA,2024-05,78.2
ANANTHAPURAMU,NARPALA,2024-06,125.1
ANANTHAPURAMU,NARPALA,2024-07,37.4
ANANTHAPURAMU,NARPALA,2024-08,142.8
ANANTHAPURAMU,NARPALA,2024-09,81.0
ANANTHAPURAMU,NARPALA,2024-10,169.2
ANANTHAPURAMU,NARPALA,2024-11,22.8
ANANTHAPURAMU,NARPALA,2024-12,55.7
ANANTHAPURAMU,NARPALA,2025-01,1.5
ANANTHAPURAMU,NARPALA,2025-02,0.0
ANANTHAPURAMU,NARPALA,2025-03,1.8
ANANTHAPURAMU,NARPALA,2025-04,37.1
ANANTHAPURAMU,NARPALA,2025-05,134.2
ANANTHAPURAMU,NARPALA,2025-06,34.4
ANANTHAPURAMU,NARPALA,2025-07,62.7
ANANTHAPURAMU,NARPALA,2025-08,138.5
ANANTHAPURAMU,NARPALA,2025-09,172.9
ANANTHAPURAMU,NARPALA,2025-10,204.6
ANANTHAPURAMU,NARPALA,2025-11,32.9
ANANTHAPURAMU,NARPALA,2025-12,15.2
ANANTHAPURAMU,NARPALA,2026-01,0.9
ANANTHAPURAMU,NARPALA,2026-02,0.0
ANANTHAPURAMU,NARPALA,2026-03,18.6
ANANTHAPURAMU,NARPALA,2026-04,8.5
ANANTHAPURAMU,NARPALA,2026-05,101.1
ANANTHAPURAMU,NARPALA,2026-06,72.4
ANANTHAPURAMU,NARPALA,2026-07,23.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2014-01,0.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2014-02,1.8
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2014-03,11.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2014-04,19.8
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2014-05,65.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2014-06,68.8
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2014-07,33.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2014-08,105.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2014-09,94.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2014-10,100.8
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2014-11,21.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2014-12,7.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2015-01,0.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2015-02,1.5
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2015-03,17.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2015-04,61.5
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2015-05,81.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2015-06,70.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2015-07,29.8
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2015-08,60.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2015-09,124.8
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2015-10,84.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2015-11,96.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2015-12,3.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2016-01,10.3
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2016-02,0.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2016-03,4.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2016-04,1.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2016-05,97.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2016-06,104.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2016-07,80.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2016-08,41.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2016-09,52.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2016-10,11.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2016-11,0.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2016-12,25.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2017-01,0.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2017-02,0.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2017-03,15.5
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2017-04,12.8
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2017-05,24.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2017-06,107.5
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2017-07,46.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2017-08,90.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2017-09,190.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2017-10,223.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2017-11,9.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2017-12,2.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2018-01,0.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2018-02,1.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2018-03,13.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2018-04,15.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2018-05,41.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2018-06,42.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2018-07,24.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2018-08,30.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2018-09,169.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2018-10,20.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2018-11,6.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2018-12,1.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2019-01,14.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2019-02,4.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2019-03,0.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2019-04,60.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2019-05,54.8
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2019-06,39.3
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2019-07,35.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2019-08,111.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2019-09,210.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2019-10,153.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2019-11,25.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2019-12,16.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2020-01,0.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2020-02,0.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2020-03,2.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2020-04,43.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2020-05,55.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2020-06,88.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2020-07,173.5
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2020-08,41.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2020-09,264.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2020-10,109.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2020-11,57.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2020-12,14.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2021-01,31.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2021-02,16.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2021-03,0.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2021-04,40.8
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2021-05,62.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2021-06,168.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2021-07,142.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2021-08,77.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2021-09,36.8
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2021-10,115.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2021-11,178.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2021-12,7.3
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2022-01,2.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2022-02,0.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2022-03,2.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2022-04,13.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2022-05,105.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2022-06,152.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2022-07,87.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2022-08,196.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2022-09,109.3
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2022-10,135.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2022-11,28.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2022-12,53.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2023-01,0.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2023-02,0.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2023-03,16.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2023-04,38.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2023-05,48.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2023-06,56.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2023-07,72.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2023-08,34.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2023-09,120.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2023-10,6.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2023-11,36.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2023-12,12.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2024-01,0.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2024-02,0.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2024-03,0.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2024-04,1.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2024-05,90.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2024-06,118.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2024-07,41.4
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2024-08,165.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2024-09,65.8
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2024-10,168.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2024-11,13.1
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2024-12,39.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2025-01,0.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2025-02,0.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2025-03,3.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2025-04,53.3
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2025-05,185.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2025-06,32.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2025-07,46.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2025-08,151.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2025-09,125.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2025-10,188.7
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2025-11,14.9
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2025-12,14.0
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2026-01,0.6
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2026-02,0.3
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2026-03,22.5
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2026-04,12.8
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2026-05,124.2
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2026-06,77.3
ANANTHAPURAMU,BUKKARAYA SAMUDRAM,2026-07,21.6
ANANTHAPURAMU,ANANTAPUR,2014-01,0.0
ANANTHAPURAMU,ANANTAPUR,2014-02,1.8
ANANTHAPURAMU,ANANTAPUR,2014-03,11.6
ANANTHAPURAMU,ANANTAPUR,2014-04,19.8
ANANTHAPURAMU,ANANTAPUR,2014-05,65.1
ANANTHAPURAMU,ANANTAPUR,2014-06,68.8
ANANTHAPURAMU,ANANTAPUR,2014-07,33.2
ANANTHAPURAMU,ANANTAPUR,2014-08,105.9
ANANTHAPURAMU,ANANTAPUR,2014-09,94.4
ANANTHAPURAMU,ANANTAPUR,2014-10,100.8
ANANTHAPURAMU,ANANTAPUR,2014-11,21.0
ANANTHAPURAMU,ANANTAPUR,2014-12,7.6
ANANTHAPURAMU,ANANTAPUR,2015-01,0.6
ANANTHAPURAMU,ANANTAPUR,2015-02,1.5
ANANTHAPURAMU,ANANTAPUR,2015-03,17.7
ANANTHAPURAMU,ANANTAPUR,2015-04,61.5
ANANTHAPURAMU,ANANTAPUR,2015-05,81.9
ANANTHAPURAMU,ANANTAPUR,2015-06,70.6
ANANTHAPURAMU,ANANTAPUR,2015-07,29.8
ANANTHAPURAMU,ANANTAPUR,2015-08,60.0
ANANTHAPURAMU,ANANTAPUR,2015-09,124.8
ANANTHAPURAMU,ANANTAPUR,2015-10,84.9
ANANTHAPURAMU,ANANTAPUR,2015-11,96.2
ANANTHAPURAMU,ANANTAPUR,2015-12,3.7
ANANTHAPURAMU,ANANTAPUR,2016-01,10.3
ANANTHAPURAMU,ANANTAPUR,2016-02,0.0
ANANTHAPURAMU,ANANTAPUR,2016-03,4.9
ANANTHAPURAMU,ANANTAPUR,2016-04,1.2
ANANTHAPURAMU,ANANTAPUR,2016-05,97.7
ANANTHAPURAMU,ANANTAPUR,2016-06,104.4
ANANTHAPURAMU,ANANTAPUR,2016-07,80.4
ANANTHAPURAMU,ANANTAPUR,2016-08,41.1
ANANTHAPURAMU,ANANTAPUR,2016-09,52.4
ANANTHAPURAMU,ANANTAPUR,2016-10,11.0
ANANTHAPURAMU,ANANTAPUR,2016-11,0.9
ANANTHAPURAMU,ANANTAPUR,2016-12,25.0
ANANTHAPURAMU,ANANTAPUR,2017-01,0.9
ANANTHAPURAMU,ANANTAPUR,2017-02,0.0
ANANTHAPURAMU,ANANTAPUR,2017-03,15.5
ANANTHAPURAMU,ANANTAPUR,2017-04,12.8
ANANTHAPURAMU,ANANTAPUR,2017-05,24.4
ANANTHAPURAMU,ANANTAPUR,2017-06,107.5
ANANTHAPURAMU,ANANTAPUR,2017-07,46.0
ANANTHAPURAMU,ANANTAPUR,2017-08,90.1
ANANTHAPURAMU,ANANTAPUR,2017-09,190.6
ANANTHAPURAMU,ANANTAPUR,2017-10,223.1
ANANTHAPURAMU,ANANTAPUR,2017-11,9.4
ANANTHAPURAMU,ANANTAPUR,2017-12,2.1
ANANTHAPURAMU,ANANTAPUR,2018-01,0.0
ANANTHAPURAMU,ANANTAPUR,2018-02,1.2
ANANTHAPURAMU,ANANTAPUR,2018-03,13.4
ANANTHAPURAMU,ANANTAPUR,2018-04,15.2
ANANTHAPURAMU,ANANTAPUR,2018-05,41.4
ANANTHAPURAMU,ANANTAPUR,2018-06,42.6
ANANTHAPURAMU,ANANTAPUR,2018-07,24.7
ANANTHAPURAMU,ANANTAPUR,2018-08,30.4
ANANTHAPURAMU,ANANTAPUR,2018-09,169.2
ANANTHAPURAMU,ANANTAPUR,2018-10,20.1
ANANTHAPURAMU,ANANTAPUR,2018-11,6.4
ANANTHAPURAMU,ANANTAPUR,2018-12,1.2
ANANTHAPURAMU,ANANTAPUR,2019-01,14.0
ANANTHAPURAMU,ANANTAPUR,2019-02,4.0
ANANTHAPURAMU,ANANTAPUR,2019-03,0.0
ANANTHAPURAMU,ANANTAPUR,2019-04,60.6
ANANTHAPURAMU,ANANTAPUR,2019-05,54.8
ANANTHAPURAMU,ANANTAPUR,2019-06,39.3
ANANTHAPURAMU,ANANTAPUR,2019-07,35.6
ANANTHAPURAMU,ANANTAPUR,2019-08,111.7
ANANTHAPURAMU,ANANTAPUR,2019-09,210.9
ANANTHAPURAMU,ANANTAPUR,2019-10,153.7
ANANTHAPURAMU,ANANTAPUR,2019-11,25.0
ANANTHAPURAMU,ANANTAPUR,2019-12,16.4
ANANTHAPURAMU,ANANTAPUR,2020-01,0.6
ANANTHAPURAMU,ANANTAPUR,2020-02,0.0
ANANTHAPURAMU,ANANTAPUR,2020-03,2.1
ANANTHAPURAMU,ANANTAPUR,2020-04,43.2
ANANTHAPURAMU,ANANTAPUR,2020-05,55.1
ANANTHAPURAMU,ANANTAPUR,2020-06,88.0
ANANTHAPURAMU,ANANTAPUR,2020-07,173.5
ANANTHAPURAMU,ANANTAPUR,2020-08,41.7
ANANTHAPURAMU,ANANTAPUR,2020-09,264.2
ANANTHAPURAMU,ANANTAPUR,2020-10,109.6
ANANTHAPURAMU,ANANTAPUR,2020-11,57.2
ANANTHAPURAMU,ANANTAPUR,2020-12,14.0
ANANTHAPURAMU,ANANTAPUR,2021-01,31.7
ANANTHAPURAMU,ANANTAPUR,2021-02,16.1
ANANTHAPURAMU,ANANTAPUR,2021-03,0.0
ANANTHAPURAMU,ANANTAPUR,2021-04,40.8
ANANTHAPURAMU,ANANTAPUR,2021-05,62.1
ANANTHAPURAMU,ANANTAPUR,2021-06,168.9
ANANTHAPURAMU,ANANTAPUR,2021-07,142.2
ANANTHAPURAMU,ANANTAPUR,2021-08,77.0
ANANTHAPURAMU,ANANTAPUR,2021-09,36.8
ANANTHAPURAMU,ANANTAPUR,2021-10,115.7
ANANTHAPURAMU,ANANTAPUR,2021-11,178.7
ANANTHAPURAMU,ANANTAPUR,2021-12,7.3
ANANTHAPURAMU,ANANTAPUR,2022-01,2.1
ANANTHAPURAMU,ANANTAPUR,2022-02,0.0
ANANTHAPURAMU,ANANTAPUR,2022-03,2.1
ANANTHAPURAMU,ANANTAPUR,2022-04,13.1
ANANTHAPURAMU,ANANTAPUR,2022-05,105.6
ANANTHAPURAMU,ANANTAPUR,2022-06,152.2
ANANTHAPURAMU,ANANTAPUR,2022-07,87.1
ANANTHAPURAMU,ANANTAPUR,2022-08,196.0
ANANTHAPURAMU,ANANTAPUR,2022-09,109.3
ANANTHAPURAMU,ANANTAPUR,2022-10,135.2
ANANTHAPURAMU,ANANTAPUR,2022-11,28.0
ANANTHAPURAMU,ANANTAPUR,2022-12,53.9
ANANTHAPURAMU,ANANTAPUR,2023-01,0.0
ANANTHAPURAMU,ANANTAPUR,2023-02,0.0
ANANTHAPURAMU,ANANTAPUR,2023-03,16.4
ANANTHAPURAMU,ANANTAPUR,2023-04,38.7
ANANTHAPURAMU,ANANTAPUR,2023-05,48.7
ANANTHAPURAMU,ANANTAPUR,2023-06,56.9
ANANTHAPURAMU,ANANTAPUR,2023-07,72.4
ANANTHAPURAMU,ANANTAPUR,2023-08,34.7
ANANTHAPURAMU,ANANTAPUR,2023-09,120.2
ANANTHAPURAMU,ANANTAPUR,2023-10,6.7
ANANTHAPURAMU,ANANTAPUR,2023-11,36.2
ANANTHAPURAMU,ANANTAPUR,2023-12,12.2
ANANTHAPURAMU,ANANTAPUR,2024-01,0.9
ANANTHAPURAMU,ANANTAPUR,2024-02,0.0
ANANTHAPURAMU,ANANTAPUR,2024-03,0.0
ANANTHAPURAMU,ANANTAPUR,2024-04,1.2
ANANTHAPURAMU,ANANTAPUR,2024-05,90.7
ANANTHAPURAMU,ANANTAPUR,2024-06,118.4
ANANTHAPURAMU,ANANTAPUR,2024-07,41.4
ANANTHAPURAMU,ANANTAPUR,2024-08,165.6
ANANTHAPURAMU,ANANTAPUR,2024-09,65.8
ANANTHAPURAMU,ANANTAPUR,2024-10,168.9
ANANTHAPURAMU,ANANTAPUR,2024-11,13.1
ANANTHAPURAMU,ANANTAPUR,2024-12,39.0
ANANTHAPURAMU,ANANTAPUR,2025-01,0.9
ANANTHAPURAMU,ANANTAPUR,2025-02,0.0
ANANTHAPURAMU,ANANTAPUR,2025-03,3.0
ANANTHAPURAMU,ANANTAPUR,2025-04,53.3
ANANTHAPURAMU,ANANTAPUR,2025-05,185.7
ANANTHAPURAMU,ANANTAPUR,2025-06,32.9
ANANTHAPURAMU,ANANTAPUR,2025-07,46.6
ANANTHAPURAMU,ANANTAPUR,2025-08,151.6
ANANTHAPURAMU,ANANTAPUR,2025-09,125.7
ANANTHAPURAMU,ANANTAPUR,2025-10,188.7
ANANTHAPURAMU,ANANTAPUR,2025-11,14.9
ANANTHAPURAMU,ANANTAPUR,2025-12,14.0
ANANTHAPURAMU,ANANTAPUR,2026-01,0.6
ANANTHAPURAMU,ANANTAPUR,2026-02,0.3
ANANTHAPURAMU,ANANTAPUR,2026-03,22.5
ANANTHAPURAMU,ANANTAPUR,2026-04,12.8
ANANTHAPURAMU,ANANTAPUR,2026-05,124.2
ANANTHAPURAMU,ANANTAPUR,2026-06,77.3
ANANTHAPURAMU,ANANTAPUR,2026-07,21.6
ANANTHAPURAMU,RAPTADU,2014-01,0.0
ANANTHAPURAMU,RAPTADU,2014-02,1.8
ANANTHAPURAMU,RAPTADU,2014-03,11.6
ANANTHAPURAMU,RAPTADU,2014-04,19.8
ANANTHAPURAMU,RAPTADU,2014-05,65.1
ANANTHAPURAMU,RAPTADU,2014-06,68.8
ANANTHAPURAMU,RAPTADU,2014-07,33.2
ANANTHAPURAMU,RAPTADU,2014-08,105.9
ANANTHAPURAMU,RAPTADU,2014-09,94.4
ANANTHAPURAMU,RAPTADU,2014-10,100.8
ANANTHAPURAMU,RAPTADU,2014-11,21.0
ANANTHAPURAMU,RAPTADU,2014-12,7.6
ANANTHAPURAMU,RAPTADU,2015-01,0.6
ANANTHAPURAMU,RAPTADU,2015-02,1.5
ANANTHAPURAMU,RAPTADU,2015-03,17.7
ANANTHAPURAMU,RAPTADU,2015-04,61.5
ANANTHAPURAMU,RAPTADU,2015-05,81.9
ANANTHAPURAMU,RAPTADU,2015-06,70.6
ANANTHAPURAMU,RAPTADU,2015-07,29.8
ANANTHAPURAMU,RAPTADU,2015-08,60.0
ANANTHAPURAMU,RAPTADU,2015-09,124.8
ANANTHAPURAMU,RAPTADU,2015-10,84.9
ANANTHAPURAMU,RAPTADU,2015-11,96.2
ANANTHAPURAMU,RAPTADU,2015-12,3.7
ANANTHAPURAMU,RAPTADU,2016-01,10.3
ANANTHAPURAMU,RAPTADU,2016-02,0.0
ANANTHAPURAMU,RAPTADU,2016-03,4.9
ANANTHAPURAMU,RAPTADU,2016-04,1.2
ANANTHAPURAMU,RAPTADU,2016-05,97.7
ANANTHAPURAMU,RAPTADU,2016-06,104.4
ANANTHAPURAMU,RAPTADU,2016-07,80.4
ANANTHAPURAMU,RAPTADU,2016-08,41.1
